golden_facility_id,unique_id,source_system,source_tier,source_record_id,source_url,match_type,match_score,source_agreement_status,source_url_count,conflict_reason,can_promote_label
gfac_9240bcadddd4f61b,5e54b1cf-fbce-4e1d-bae0-bd8befecb37e,fdr_cleaned_facility,C,5e54b1cf-fbce-4e1d-bae0-bd8befecb37e,https://www.justdial.com/Jhansi/Chiranjeev-Multi-Speciality-Hospital-Pvt-Ltd-Near-Bundelkhand-University-Shivaji-Nagar/9999PX510-X510-1227522689R9T8U1-DC_BZDET,self_seed,1.0,claim_seed,9,,False
gfac_9240bcadddd4f61b,5e54b1cf-fbce-4e1d-bae0-bd8befecb37e,india_post_pincode_bridge,A,284002.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_dc64a591dd275076,5eeb0152-89de-4891-9731-a0abe332beae,fdr_cleaned_facility,C,5eeb0152-89de-4891-9731-a0abe332beae,https://www.aarogyahomoeopathyindore.com/,self_seed,1.0,claim_seed,50,,False
gfac_dc64a591dd275076,5eeb0152-89de-4891-9731-a0abe332beae,india_post_pincode_bridge,A,452001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_da2ad9e15b9c0e0b,5f39ef9d-7c53-4a48-9d7f-6037923268f9,fdr_cleaned_facility,C,5f39ef9d-7c53-4a48-9d7f-6037923268f9,https://www.drlogy.com/new-delhi/clinic/dentalque,self_seed,1.0,claim_seed,4,,False
gfac_da2ad9e15b9c0e0b,5f39ef9d-7c53-4a48-9d7f-6037923268f9,india_post_pincode_bridge,A,110026.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_ffee27a26f0f62e5,5f40e4de-2a99-4434-adde-5b4f4c47d56f,fdr_cleaned_facility,C,5f40e4de-2a99-4434-adde-5b4f4c47d56f,https://www.hospitalby.com/india-hospital/deesa/,self_seed,1.0,claim_seed,9,source_or_geography_conflict,False
gfac_ffee27a26f0f62e5,5f40e4de-2a99-4434-adde-5b4f4c47d56f,india_post_pincode_bridge,A,383315.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,PIN code matched India Post but no district/state match in NFHS.,False
gfac_20dd2aa53ab75847,5f7c189b-24a8-4aef-afbf-af98ad63b26a,fdr_cleaned_facility,C,5f7c189b-24a8-4aef-afbf-af98ad63b26a,https://www.docindia.org/doctors/thane/dr-neha-khambete-dentist,self_seed,1.0,claim_seed,4,,False
gfac_20dd2aa53ab75847,5f7c189b-24a8-4aef-afbf-af98ad63b26a,india_post_pincode_bridge,A,400607.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_1b247a9ca655195f,603aea66-c94b-4c4b-b948-3a3f0ea89bf6,fdr_cleaned_facility,C,603aea66-c94b-4c4b-b948-3a3f0ea89bf6,https://www.justdial.com/Bangalore/Public-Hospitals-in-Hosahalli/nct-10393816,self_seed,1.0,claim_seed,16,,False
gfac_1b247a9ca655195f,603aea66-c94b-4c4b-b948-3a3f0ea89bf6,india_post_pincode_bridge,A,560064.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_81fdfe6884918f9d,60694ed2-190d-43d7-9053-c9981ee74934,fdr_cleaned_facility,C,60694ed2-190d-43d7-9053-c9981ee74934,https://hudco.org.in/ExEmpMedReimb/frmHospitalSearch.aspx,self_seed,1.0,claim_seed,32,,False
gfac_81fdfe6884918f9d,60694ed2-190d-43d7-9053-c9981ee74934,india_post_pincode_bridge,A,520008.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,PIN code matched India Post but no district/state match in NFHS.,False
gfac_427ea886929d8d34,60e28e3d-8b20-435e-882f-3e32593f4795,fdr_cleaned_facility,C,60e28e3d-8b20-435e-882f-3e32593f4795,https://www.docindia.org/doctors/faridabad/dr-arun-bhatia-dental-surgery,self_seed,1.0,claim_seed,9,,False
gfac_427ea886929d8d34,60e28e3d-8b20-435e-882f-3e32593f4795,india_post_pincode_bridge,A,121001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_4449cd7c4fca3d5c,611ce272-c782-4276-9e90-848e5ab6e9e8,fdr_cleaned_facility,C,611ce272-c782-4276-9e90-848e5ab6e9e8,https://health.tripura.gov.in/whos-who,self_seed,1.0,claim_seed,24,,False
gfac_4449cd7c4fca3d5c,611ce272-c782-4276-9e90-848e5ab6e9e8,india_post_pincode_bridge,A,799006.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_6f96c1c2ff2951c3,61321d6e-e786-483b-8e13-939e3efb261b,fdr_cleaned_facility,C,61321d6e-e786-483b-8e13-939e3efb261b,https://www.practo.com/pune/hospital/sai-allergy-asthma-eye-children-s-hospital-satara-road/reviews,self_seed,1.0,claim_seed,50,source_or_geography_conflict,False
gfac_6f96c1c2ff2951c3,61321d6e-e786-483b-8e13-939e3efb261b,india_post_pincode_bridge,A,431501.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_df146ec6a8a00696,613cfd34-7afe-42c3-8a1b-50882ea32da2,fdr_cleaned_facility,C,613cfd34-7afe-42c3-8a1b-50882ea32da2,https://staging.parivahan.gov.in/delhitrafficpolice/en/emergency-services,self_seed,1.0,claim_seed,50,,False
gfac_df146ec6a8a00696,613cfd34-7afe-42c3-8a1b-50882ea32da2,india_post_pincode_bridge,A,110034.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_8f0e4963fd47e251,61a3f689-726c-4f43-b7bc-75beaac6d14d,fdr_cleaned_facility,C,61a3f689-726c-4f43-b7bc-75beaac6d14d,https://ayushmancardhospitals.com/darshan-superspeciality-hospital-bathinda-punjab/,self_seed,1.0,claim_seed,13,,False
gfac_8f0e4963fd47e251,61a3f689-726c-4f43-b7bc-75beaac6d14d,india_post_pincode_bridge,A,151001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_0418613fda72e36e,61db8f35-b335-43c0-9577-d84647a078a2,fdr_cleaned_facility,C,61db8f35-b335-43c0-9577-d84647a078a2,https://kalladaeyecarehospital.com/,self_seed,1.0,claim_seed,6,,False
gfac_0418613fda72e36e,61db8f35-b335-43c0-9577-d84647a078a2,india_post_pincode_bridge,A,689101.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_695ef7d147a1c904,6295bead-82ae-4358-abc5-55040109e37e,fdr_cleaned_facility,C,6295bead-82ae-4358-abc5-55040109e37e,https://www.docindia.org/india/up/lucknow/maternal-fetal-medicine,self_seed,1.0,claim_seed,6,,False
gfac_695ef7d147a1c904,6295bead-82ae-4358-abc5-55040109e37e,india_post_pincode_bridge,A,226022.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_9046bf7591fc49ea,62c0e954-be86-466d-a911-a8b3ae01a49b,fdr_cleaned_facility,C,62c0e954-be86-466d-a911-a8b3ae01a49b,https://www.medicineindia.org/hospitals-in-state/maharashtra,self_seed,1.0,claim_seed,12,,False
gfac_17c2181a48336fd8,6300d51a-a903-46eb-86a9-8858be7edf5c,fdr_cleaned_facility,C,6300d51a-a903-46eb-86a9-8858be7edf5c,https://www.justdial.com/Mathura/Verman-Hospital-Sadar-Bazar/9999PX565-X565-171014140533-H5A7_BZDET,self_seed,1.0,claim_seed,22,,False
gfac_17c2181a48336fd8,6300d51a-a903-46eb-86a9-8858be7edf5c,india_post_pincode_bridge,A,281001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_a9efafa6fcacc1eb,633453a3-9ec2-4e67-b8b7-1109cd403d38,fdr_cleaned_facility,C,633453a3-9ec2-4e67-b8b7-1109cd403d38,https://www.policybazaar.com/network-hospitals/kotak-mahindra-hospitals-karnataka-mandya/,self_seed,1.0,claim_seed,8,,False
gfac_a9efafa6fcacc1eb,633453a3-9ec2-4e67-b8b7-1109cd403d38,india_post_pincode_bridge,A,571401.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_12f844a0eb6dd5fb,637598eb-a25b-464e-804f-c235443bcf6e,fdr_cleaned_facility,C,637598eb-a25b-464e-804f-c235443bcf6e,http://www.onefivenine.com/india/Listing/Town/hospitals/Siddharth-Nagar/Naugarh,self_seed,1.0,claim_seed,9,,False
gfac_12f844a0eb6dd5fb,637598eb-a25b-464e-804f-c235443bcf6e,india_post_pincode_bridge,A,272207.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_4640e8d96d7ef66a,63836821-1695-4355-98b0-c944239f5efc,fdr_cleaned_facility,C,63836821-1695-4355-98b0-c944239f5efc,https://www.ashadeephospital.com/contact-us,self_seed,1.0,claim_seed,7,source_or_geography_conflict,False
gfac_4640e8d96d7ef66a,63836821-1695-4355-98b0-c944239f5efc,india_post_pincode_bridge,A,492001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_1f6b8d4f1ca08ba1,6399ba80-86d5-4927-8934-2dcb564adc17,fdr_cleaned_facility,C,6399ba80-86d5-4927-8934-2dcb564adc17,https://dental-hom-dental-clinic.wheree.com/,self_seed,1.0,claim_seed,10,,False
gfac_1f6b8d4f1ca08ba1,6399ba80-86d5-4927-8934-2dcb564adc17,india_post_pincode_bridge,A,670002.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_5e1b945c4b23b21d,63c6add2-3cd6-4049-ac51-7eda8d8b7290,fdr_cleaned_facility,C,63c6add2-3cd6-4049-ac51-7eda8d8b7290,,self_seed,1.0,claim_seed,0,,False
gfac_5e1b945c4b23b21d,63c6add2-3cd6-4049-ac51-7eda8d8b7290,india_post_pincode_bridge,A,144001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_c42c9f24236837c8,> [**Pathankot**]  ,fdr_cleaned_facility,C,> [**Pathankot**]  ,,self_seed,1.0,claim_seed,0,,False
gfac_1fbcbab81eb79f2e,> One of the greatest ways to feel that this health centre cares about its individuals would be to remove all be concerned about coming,fdr_cleaned_facility,C,> One of the greatest ways to feel that this health centre cares about its individuals would be to remove all be concerned about coming,,self_seed,1.0,claim_seed,0,,False
gfac_148b65f739370ebf,6466b871-2413-4829-a0ab-e9c4681201af,fdr_cleaned_facility,C,6466b871-2413-4829-a0ab-e9c4681201af,https://www.dentee.com/clinic/kanpur/kanpur-dentals-and-implant-centre/8d0c5c06-f060-4df7-86f8-43ce64f8fe88,self_seed,1.0,claim_seed,8,,False
gfac_148b65f739370ebf,6466b871-2413-4829-a0ab-e9c4681201af,india_post_pincode_bridge,A,208002.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_c72170c06f1a1d88,648a29a5-2257-426d-a96a-3209502187ee,fdr_cleaned_facility,C,648a29a5-2257-426d-a96a-3209502187ee,https://www.medicineindia.org/hospitals-in-state/orissa,self_seed,1.0,claim_seed,10,,False
gfac_c72170c06f1a1d88,648a29a5-2257-426d-a96a-3209502187ee,india_post_pincode_bridge,A,753004.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_ef9029a7712a836d,649cd7d9-058c-4fd9-a90b-4970f23b12ce,fdr_cleaned_facility,C,649cd7d9-058c-4fd9-a90b-4970f23b12ce,https://www.dnb.com/business-directory/company-profiles.sri_harihar_hospitals_private_limited.8e9933cd8d4aedd14e5487e9478284e3.html,self_seed,1.0,claim_seed,16,,False
gfac_ef9029a7712a836d,649cd7d9-058c-4fd9-a90b-4970f23b12ce,india_post_pincode_bridge,A,175125.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.82,admin_context_only,1,PIN code maps to multiple districts or states in India Post.,False
gfac_588583c96a3a7cd8,65ca10b1-d627-41a7-a51f-9ada3b3c3227,fdr_cleaned_facility,C,65ca10b1-d627-41a7-a51f-9ada3b3c3227,https://health-trail.com/content/gurushree-hi-tech-multi-speciality-hospital,self_seed,1.0,claim_seed,16,,False
gfac_588583c96a3a7cd8,65ca10b1-d627-41a7-a51f-9ada3b3c3227,india_post_pincode_bridge,A,560040.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_e556af6ca8f5e5c4,65e497ce-6c84-4b15-bf98-e6dc41b4dd60,fdr_cleaned_facility,C,65e497ce-6c84-4b15-bf98-e6dc41b4dd60,http://samvedfamilydentalcare.com/,self_seed,1.0,claim_seed,6,source_or_geography_conflict,False
gfac_e556af6ca8f5e5c4,65e497ce-6c84-4b15-bf98-e6dc41b4dd60,india_post_pincode_bridge,A,560041.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_c40e2b1832e8d27a,665ed5c5-ce1e-48c7-8e8f-121413a87845,fdr_cleaned_facility,C,665ed5c5-ce1e-48c7-8e8f-121413a87845,https://www.medicineindia.org/hospitals-in-city/kanpur-uttar-pradesh,self_seed,1.0,claim_seed,24,,False
gfac_c40e2b1832e8d27a,665ed5c5-ce1e-48c7-8e8f-121413a87845,india_post_pincode_bridge,A,208005.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_d19de5ecea8fa081,6720cccc-3f42-4bf6-9bc7-33a16492741c,fdr_cleaned_facility,C,6720cccc-3f42-4bf6-9bc7-33a16492741c,https://nhm.maharashtra.gov.in/en/scheme/iphs-2/,self_seed,1.0,claim_seed,48,source_or_geography_conflict,False
gfac_d19de5ecea8fa081,6720cccc-3f42-4bf6-9bc7-33a16492741c,india_post_pincode_bridge,A,422001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_8849c885d823a5f7,6727fd17-bed6-438c-a944-2fb8123e2199,fdr_cleaned_facility,C,6727fd17-bed6-438c-a944-2fb8123e2199,https://parijateyehospital.com/,self_seed,1.0,claim_seed,7,,False
gfac_8849c885d823a5f7,6727fd17-bed6-438c-a944-2fb8123e2199,india_post_pincode_bridge,A,243005.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_b6c980a18637f12a,672d792e-dcec-40f0-a403-697636286f10,fdr_cleaned_facility,C,672d792e-dcec-40f0-a403-697636286f10,https://www.justdial.com/Pune/Dr-Prasanna-Yavalkar-Oyster-Pearl-Prime-Hospital-Behind-Pride-Hotel-Shivaji-Nagar/020PXX20-XX20-180216205043-K3S6_BZDET,self_seed,1.0,claim_seed,50,,False
gfac_b6c980a18637f12a,672d792e-dcec-40f0-a403-697636286f10,india_post_pincode_bridge,A,411005.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_434571c268bab28b,67d956a4-ba13-44c0-8f17-0e07c2683c51,fdr_cleaned_facility,C,67d956a4-ba13-44c0-8f17-0e07c2683c51,https://www.practo.com/visakhapatnam/clinic/vishnu-multispeciality-dental-clinic-visakhapatnam,self_seed,1.0,claim_seed,50,,False
gfac_434571c268bab28b,67d956a4-ba13-44c0-8f17-0e07c2683c51,india_post_pincode_bridge,A,530013.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.72,admin_context_only,1,District spelling required fuzzy matching within the same state.,False
gfac_0444fa6000df6343,6806d5d3-419a-4c80-85b6-8857bea1a3fe,fdr_cleaned_facility,C,6806d5d3-419a-4c80-85b6-8857bea1a3fe,https://www.justdial.com/Jaipur/Hospitals-in-Apex-Circle/nct-10253670,self_seed,1.0,claim_seed,50,,False
gfac_0444fa6000df6343,6806d5d3-419a-4c80-85b6-8857bea1a3fe,india_post_pincode_bridge,A,302017.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_16259b6c04dddb4d,68658330-bd2c-4f24-bd3e-67e9ce298f7c,fdr_cleaned_facility,C,68658330-bd2c-4f24-bd3e-67e9ce298f7c,https://hryesi.gov.in/location-of-empanelled-hospitals/,self_seed,1.0,claim_seed,50,,False
gfac_16259b6c04dddb4d,68658330-bd2c-4f24-bd3e-67e9ce298f7c,india_post_pincode_bridge,A,121002.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_f3e370f927ee191e,68d7d244-50a1-4786-bf09-2b7db8654d33,fdr_cleaned_facility,C,68d7d244-50a1-4786-bf09-2b7db8654d33,https://giftclinics.com/about,self_seed,1.0,claim_seed,50,,False
gfac_c1cea2010c3882d2,69800946-d2f5-4db6-abe3-17b0f105bdca,fdr_cleaned_facility,C,69800946-d2f5-4db6-abe3-17b0f105bdca,https://thrissurplasticsurgery.com/trauma-reconstruction-in-kerala-healing-lives-through-advanced-reconstructive-care/,self_seed,1.0,claim_seed,43,,False
gfac_c1cea2010c3882d2,69800946-d2f5-4db6-abe3-17b0f105bdca,india_post_pincode_bridge,A,680007.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_211ef18d9c937c17,69af0405-9894-4905-86e2-1f3b4d29e28e,fdr_cleaned_facility,C,69af0405-9894-4905-86e2-1f3b4d29e28e,https://www.premhospital.com/nursing-home.html,self_seed,1.0,claim_seed,9,source_or_geography_conflict,False
gfac_211ef18d9c937c17,69af0405-9894-4905-86e2-1f3b4d29e28e,india_post_pincode_bridge,A,627117.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_5772e4076a1658ec,69b8799d-f9a6-4925-95dd-0d91806cb405,fdr_cleaned_facility,C,69b8799d-f9a6-4925-95dd-0d91806cb405,https://emscollegeofparamedical.com/,self_seed,1.0,claim_seed,17,,False
gfac_5772e4076a1658ec,69b8799d-f9a6-4925-95dd-0d91806cb405,india_post_pincode_bridge,A,679322.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_cec6c813a1d08a52,69dfc613-61dc-42f8-9a5a-29a84a844d5b,fdr_cleaned_facility,C,69dfc613-61dc-42f8-9a5a-29a84a844d5b,https://lionsnetralaya.com/,self_seed,1.0,claim_seed,4,,False
gfac_cec6c813a1d08a52,69dfc613-61dc-42f8-9a5a-29a84a844d5b,india_post_pincode_bridge,A,734003.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_02705024318cf343,6a1670da-0864-402b-be74-7af57205fb34,fdr_cleaned_facility,C,6a1670da-0864-402b-be74-7af57205fb34,https://hitechdiagnosticcentre.com/leadership-hi-tech-diagnostic-center-kerala/,self_seed,1.0,claim_seed,50,,False
gfac_02705024318cf343,6a1670da-0864-402b-be74-7af57205fb34,india_post_pincode_bridge,A,682025.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_bb5aea432158f7f3,6b0cbb00-24fe-4e50-a0b7-f218351fc45b,fdr_cleaned_facility,C,6b0cbb00-24fe-4e50-a0b7-f218351fc45b,https://drmeghanaandankar.com/hospital-attached.php,self_seed,1.0,claim_seed,6,,False
gfac_bb5aea432158f7f3,6b0cbb00-24fe-4e50-a0b7-f218351fc45b,india_post_pincode_bridge,A,400610.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_a9440957dd6bb28a,6b26e1e3-568d-4911-bf85-37870f43954c,fdr_cleaned_facility,C,6b26e1e3-568d-4911-bf85-37870f43954c,,self_seed,1.0,claim_seed,0,,False
gfac_a9440957dd6bb28a,6b26e1e3-568d-4911-bf85-37870f43954c,india_post_pincode_bridge,A,388001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_cc39a0edc2e4d99c,"Our main aim is to provide a treatment-oriented complete diagnosis with more accurate highly dedicated and experienced radiologists and skilled staff members.""",fdr_cleaned_facility,C,"Our main aim is to provide a treatment-oriented complete diagnosis with more accurate highly dedicated and experienced radiologists and skilled staff members.""",,self_seed,1.0,claim_seed,0,,False
gfac_0dba9f429afa8b93,6b2b248f-d208-454a-9c43-51f030120187,fdr_cleaned_facility,C,6b2b248f-d208-454a-9c43-51f030120187,https://pubmed.ncbi.nlm.nih.gov/37322670/,self_seed,1.0,claim_seed,12,,False
gfac_0dba9f429afa8b93,6b2b248f-d208-454a-9c43-51f030120187,india_post_pincode_bridge,A,160070.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_4964e820832b4797,6b56ff4c-75e7-4f15-bf6c-e3b323ec0999,fdr_cleaned_facility,C,6b56ff4c-75e7-4f15-bf6c-e3b323ec0999,https://www.sglhealthcare.org/,self_seed,1.0,claim_seed,17,,False
gfac_55a698740cc6bc90,6b631b2f-2d58-42d2-a1cd-ba8463a2464b,fdr_cleaned_facility,C,6b631b2f-2d58-42d2-a1cd-ba8463a2464b,https://www.justdial.com/Kanpur/Dr-Chaxwesh-Agrahari-Kanpur-Dental-World-and-Implant-Centre-Near-Sahara-Building-D-Block-Govind-Nagar-West/0512PX512-X512-150728150300-M4Z4_BZDET,self_seed,1.0,claim_seed,9,,False
gfac_55a698740cc6bc90,6b631b2f-2d58-42d2-a1cd-ba8463a2464b,india_post_pincode_bridge,A,208006.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_be92e88958a49758,6bd23832-2652-4829-ae3a-bddc62da70d1,fdr_cleaned_facility,C,6bd23832-2652-4829-ae3a-bddc62da70d1,https://www.practo.com/siliguri/hospital/asian-institute-of-nephrology-and-urology-1-sevoke-road,self_seed,1.0,claim_seed,11,source_or_geography_conflict,False
gfac_be92e88958a49758,6bd23832-2652-4829-ae3a-bddc62da70d1,india_post_pincode_bridge,A,734005.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_16f1f4792294f187,6c00b5c8-a62e-4ae8-914a-38f9e07cb14e,fdr_cleaned_facility,C,6c00b5c8-a62e-4ae8-914a-38f9e07cb14e,https://watchdoq.com/blog/hospitals/jammu/maharishi-dayanand-hospital-and-medical-research-centre,self_seed,1.0,claim_seed,19,,False
gfac_16f1f4792294f187,6c00b5c8-a62e-4ae8-914a-38f9e07cb14e,india_post_pincode_bridge,A,180016.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_b1dc83dd2d520f97,6c127191-0758-4d55-bb25-d4a38fc3ab05,fdr_cleaned_facility,C,6c127191-0758-4d55-bb25-d4a38fc3ab05,https://kivihealth.com/ahmedabad/nikol/dentist/dr-jignesh-faldu/book-appointment,self_seed,1.0,claim_seed,10,,False
gfac_b1dc83dd2d520f97,6c127191-0758-4d55-bb25-d4a38fc3ab05,india_post_pincode_bridge,A,382350.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_d41b9df0d36dc5b4,6c6b6d1c-f844-49f3-b88f-ee85fc5746b4,fdr_cleaned_facility,C,6c6b6d1c-f844-49f3-b88f-ee85fc5746b4,https://www.whatclinic.com/dentists/india/jalandhar/jain-dental-clinic,self_seed,1.0,claim_seed,19,,False
gfac_d41b9df0d36dc5b4,6c6b6d1c-f844-49f3-b88f-ee85fc5746b4,india_post_pincode_bridge,A,144001.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_48e5a3830e8adb32,6dcb5489-f55c-455e-aeaf-f8231e7e9ea7,fdr_cleaned_facility,C,6dcb5489-f55c-455e-aeaf-f8231e7e9ea7,https://in.linkedin.com/company/sharanya-multi-speciality-hospital,self_seed,1.0,claim_seed,12,,False
gfac_48e5a3830e8adb32,6dcb5489-f55c-455e-aeaf-f8231e7e9ea7,india_post_pincode_bridge,A,713104.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.0,admin_context_only,1,PIN code matched India Post but no district/state match in NFHS.,False
gfac_f9caf237d40748bf,6e0480e0-efa8-4e0e-bdff-81a96f0ab285,fdr_cleaned_facility,C,6e0480e0-efa8-4e0e-bdff-81a96f0ab285,https://www.devasyahospital.com/blog/top-cancer-hospitals-in-india,self_seed,1.0,claim_seed,5,,False
gfac_f9caf237d40748bf,6e0480e0-efa8-4e0e-bdff-81a96f0ab285,india_post_pincode_bridge,A,380013.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
gfac_09a769a58e0bcf92,6ebe4c1c-ffde-47f8-aa13-9de3e658ea56,fdr_cleaned_facility,C,6ebe4c1c-ffde-47f8-aa13-9de3e658ea56,https://secureloginecl.co.in/tenders/tender_list_adv_search.php,self_seed,1.0,claim_seed,8,,False
gfac_09a769a58e0bcf92,6ebe4c1c-ffde-47f8-aa13-9de3e658ea56,india_post_pincode_bridge,A,713333.0,https://www.data.gov.in/resource/all-india-pincode-directory-till-last-month,admin_geography_context,0.95,admin_context_only,1,Exact PIN-to-district-to-health join.,False
