golden_facility_id,unique_id,facility_name,facility_name_norm,facilityTypeId,operatorTypeId,address_city,address_city_norm,district_name,state_ut,state_norm,address_zipOrPostcode,pincode_norm,facility_latitude,facility_longitude,h3_res7,h3_res9,evidence_tier,trainable_supervised_label,trust_posture,service_labels,capacity_band,doctor_count_band,recommended_action,abstain_reason,rule_baseline_confidence,first_source_url,source_url_count,claim_text
gfac_2e51e672165c74eb,0dbd98c7-0da0-4e72-b4c8-c11963de8d37,Khajuraho Dental Clinic,khajuraho dental clinic,clinic,private,Chhatarpur,chhatarpur,Chhatarpur ,Madhya Pradesh,madhya pradesh,471001,471001,24.893051147460938,79.59246063232422,,,bronze,False,needs_review,[],small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.601,http://www.onefivenine.com/india/villages/Chhatarpur/Chhatarpur/Ikara,9,"Established in 2019, Khajuraho Dental Clinic has gained immense expertise in offering Dental Treatment Services. We are located in Chhatarpur, Madhya Pradesh and providing Dental Treatment Services to the clients. | [""dentistry"",""familyMedicine"",""familyMedicine"",""dentistry"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""dentistry"",""endodontics"",""oralAndMaxillofacialSurgery"",""cosmeticDentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""familyMedicine""] | [""Root canal treatment""] | [] | [""Khajuraho Dental Clinic is listed as a hospital in Ikara, Chhatarpur, Madhya Pradesh, India"",""Has 11 years of healthcare experience"",""Operates as a dental clinic"",""Has Dr. Sudhanshu Mishra, Dentist"",""Offers appointment booking via Book Appointment link"",""Provides phone contact via Call link"",""Clinic is currently closed"",""Operates as a dental clinic chain"",""Emphasizes dental ethics in its practice"",""Provides general dentistry services""]"
gfac_260b7543fb1a37e2,0df1bded-e97f-40f3-ad7f-4a9550c49824,"RVS Dental College and Hospital, Kumaran Kottam Campus, Kannampalayam, Coimbatore, Tamil Nadu, India",rvs dental college and hospital kumaran kottam campus kannampalayam coimbatore tamil nadu india,hospital,private,Coimbatore,coimbatore,Coimbatore ,Tamil Nadu,tamil nadu,641402,641402,11.017570495605469,77.1019287109375,,,bronze,False,needs_review,[],medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6341,https://www.facebook.com/p/RVS-Dental-College-Hospital-100064155306384/,4,"RVS Dental College & Hospital located at Kumaran Kottam Campus, Kannampalayam, Coimbatore, Tamil Nadu, India. | [""dentistry"",""internalMedicine"",""dentistry"",""internalMedicine"",""internalMedicine"",""dentistry"",""prosthodontics"",""internalMedicine""] | [] | [] | [""Holds NAAC grade B++, valid until 20-12-2028"",""Established on 24/09/2008"",""Affiliated to The Tamilnadu Dr. M.G.R. Medical University, Chennai."",""Recognized by the Ministry of Health and Family Welfare, Government of India and by the Dental Council of India, New Delhi in January 2013."",""NAAC accreditation: B++ grade."",""Established in 2008 at Kumaran Kottam Campus, Kannampalayam-Sulur, Coimbatore."",""Has 35+ years of experience in education and healthcare."",""Offers BDS Program and MDS Program."",""Has 1200+ students enrolled."",""Has conducted 1000+ camps."",""Has 100+ faculty members."",""Has treated 15000+ patients."",""Facilities include Medical Center."",""Facilities include Cafeteria."",""Facilities include Gymnasium."",""Facilities include Hostel Facilities."",""Facilities include Transportation.""]"
gfac_18405efe2136875a,0e32a63b-6006-449b-aee5-0d09f6279c30,"SAI AAROGYA DENTAL AND POLYCLINIC, Patia",sai aarogya dental and polyclinic patia,clinic,private,Bhubaneswar,bhubaneswar,Khordha ,Odisha,odisha,751024,751024,20.34978675842285,85.8250961303711,,,bronze,False,needs_review,"[""maternity"", ""emergency""]",small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.612,https://www.practo.com/bhubaneswar/clinic/sai-aarogya-dental-and-polyclinic-patia-1,7,"SAI AAROGYA DENTAL AND POLYCLINIC is a Clinic in Patia, Bhubaneswar. The timings of SAI AAROGYA DENTAL AND POLYCLINIC are: Mon-Sun: 09:00-13:00. | [""dentistry"",""familyMedicine"",""dentistry"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""dentistry"",""endodontics"",""cosmeticDentistry"",""pediatricDentistry"",""prosthodontics"",""familyMedicine""] | [""Root Canal Treatment (RCT)"",""Tooth Reshaping"",""Wisdom Tooth Extraction"",""Teeth Whitening"",""Teeth Polishing"",""Teeth Bonding Treatment"",""Teeth cleaning"",""Tooth extraction"",""Root canal treatment"",""Dental crown placement"",""Teeth whitening""] | [""Green dental chair with integrated delivery system and overhead light"",""Dental unit with multiple handpieces and instrument trays""] | [""Dental clinic providing outpatient dental care"",""Sai Aarogya Dental And Polyclinic listed as a dental clinic in Bhubaneshwar Patia (Odisha)"",""Offers dental and polyclinic services"",""Specializes in general dentistry"",""Official website is saiaarogya.com"",""Has a Facebook page at facebook.com/saiaarogyadental"",""Clinic in Patia, Bhubaneswar"",""Outpatient dental clinic"",""Provides services for patients of all ages (from children to seniors)"",""Walk-in appointments accepted"",""Emergency care prioritized for dental emergencies"",""Initial consultations offered for certain treatments""]"
gfac_ade54a6febe7c6c7,0e4bea95-2d99-458b-884d-299a70581168,Save Sight Centre,save sight centre,hospital,private,Adarsh Nagar,adarsh nagar,North ,NCT of Delhi,nct of delhi,110033,110033,28.71664428710937,77.17103576660156,,,bronze,False,needs_review,"[""maternity""]",medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5793,https://www.scribd.com/document/519248201/List-of-PPN-Hospitals-in-Delhi,9,"NABH and ISO accredited eye hospital in Delhi offering comprehensive eye care. | [""ophthalmology"",""pediatricsAndStrabismusOphthalmology"",""corneaOphthalmology"",""uveitisOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""cataractAndAnteriorSegmentSurgery"",""refractiveSurgeryOphthalmology"",""glaucomaOphthalmology"",""pediatricOphthalmology"",""internalMedicine"",""internalMedicine"",""pediatricsAndStrabismusOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""uveitisOphthalmology"",""cataractAndAnteriorSegmentSurgery"",""refractiveSurgeryOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""ophthalmology"",""familyMedicine"",""ophthalmology"",""uveitisOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""retinaAndVitreoretinalOphthalmology"",""cataractAndAnteriorSegmentSurgery"",""glaucomaOphthalmology"",""visionTherapyAndRehabilitation"",""refractiveSurgeryOphthalmology"",""ophthalmology"",""corneaOphthalmology"",""cataractAndAnteriorSegmentSurgery"",""uveitisOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""pediatricOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""internalMedicine"",""ophthalmology"",""ophthalmology""] | [""Performs cataract removal using phacoemulsification and manual small-incision cataract surgery (MICS)"",""Offers refractive surgeries including LASIK, TransPRK, Contoura Vision (topography-guided), SMartSurf, Femto, SBK, ICL/IPCL, RLE, and CLE"",""Performs barrage laser treatment for retinal conditions"",""Provides oculoplasty procedures for eyelids, lacrimal ducts, and orbital structures (reconstructive and cosmetic)"",""Provides pediatric ophthalmology services and pediatric eye care, including glasses for children"",""Offers vision therapy and low-vision aids"",""Operates a contact lens clinic"",""Diagnoses and treats "
gfac_d78d89a6ed2888c2,0e53cf2a-dd1f-49f4-97df-5fe641d2e90c,Sri Dhareshwar Hospital And Research Center,sri dhareshwar hospital and research center,hospital,private,Indore,indore,Indore ,Madhya Pradesh,madhya pradesh,452001,452001,22.595603942871094,75.30001831054688,,,bronze,False,needs_review,"[""maternity"", ""diagnostic"", ""ncd""]",large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6332,https://www.thecompanycheck.com/company/sri-dhareshwar-hospital-and-research-center-private-limited/U85190MP2021PTC058365,9,"Sri Dhareshwar Hospital And Research Center Private Limited, an active private limited company, established on 11 November 2021 in Indore, Madhya Pradesh, India. Engaging in hospitals within the education sector. CIN: U85190MP2021PTC058365. Based at 182/2/1, Chhoti Khaja, Kalindi Square, Indore, Madhya Pradesh, 452001. | [""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""dentistry"",""internalMedicine"",""ophthalmology"",""pediatrics"",""neurology"",""gastroenterology"",""cardiology"",""radiology"",""generalSurgery"",""internalMedicine"",""internalMedicine"",""internalMedicine""] | [] | [] | []"
gfac_3854ea9646eb1c3a,0eb00c24-0e20-4f2b-aff5-af8aacd8c8d7,Sharon Health Care Services,sharon health care services,hospital,private,Vellore,vellore,Vellore ,Tamil Nadu,tamil nadu,632009,632009,12.935133934020996,79.16365051269531,,,bronze,False,needs_review,"[""maternity""]",medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6341,http://sharonhealthcare.com/,6,"Sharon Health Care Services provides home healthcare services, health care training institute, and international recruitment for health care professionals. | [""pediatrics"",""geriatricsInternalMedicine"",""neonatologyPerinatalMedicine"",""pediatricNeurodevelopmentalDisabilities"",""maternalAndChildHealth"",""maternalFetalMedicineOrPerinatology"",""geriatricsInternalMedicine"",""neonatologyPerinatalMedicine"",""developmental–behavioralPediatrics"",""pediatricNeurodevelopmentalDisabilities"",""internalMedicine"",""maternalFetalMedicineOrPerinatology"",""orthopedicSurgery"",""geriatricsInternalMedicine""] | [""Post-Hospital Care"",""Dementia Care"",""Elderly Care / Senior Care"",""NRI Parents Home Care"",""Mother & Newborns Care"",""Door Step Services"",""New Borns Care"",""Special Persons Care""] | [] | [""24/7 home health care service"",""10 years of experience in home health care"",""Has served 2,000 patients"",""Has 50 health care assistants"",""Has 100 international recruitment professionals"",""Has 600 contract employees"",""Offers international healthcare recruitment services"",""Provides 24/7 home health care services"",""Offers Post-Hospital Care at home"",""Offers Dementia Care"",""Offers Elderly Care / Senior Care"",""Offers New Borns Care"",""Offers NRI Parents Care"",""Offers Special Persons Care"",""Offers Door Step Services"",""Operates home health care services throughout Northern Tamil Nadu"",""Has 10 years of experience in home health care services"",""Offers International Healthcare Recruitment Services"",""Offers online appointment scheduling""]"
gfac_1001b591fe4cfd8a,0eeffdd9-04b9-4f98-91a6-ca267f0c4869,Holy Hospital,holy hospital,hospital,,Bareilly,bareilly,Bareilly ,Uttar Pradesh,uttar pradesh,243001,243001,28.352081298828125,79.42572021484375,,,bronze,False,needs_review,"[""maternity""]",large,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6451,https://www.justdial.com/Bareilly/Holy-Hospital-Opposite-Lane-To-Near-Vikas-Bhawancivil-Lines-Rampur-Garden/9999PX581-X581-100121182410-M6C5DC_BZDET,2,"Renowned multi-speciality institute offering comprehensive healthcare services in orthopaedics, obstetrics, gynaecology, ENT, and head and neck surgery. | [""orthopedicSurgery"",""gynecologyAndObstetrics"",""headAndNeckSurgeryOtolaryngology"",""internalMedicine"",""gynecologyAndObstetrics"",""orthopedicSurgery"",""otolaryngology"",""internalMedicine""] | [""Epidermoid (Sebaceous) cyst excision"",""Otoplasty""] | [""Audiometer""] | [""Multispeciality hospital offering orthopaedics, obstetrics and gynaecology, ENT, and head and neck surgery"",""Has been providing healthcare services for 46 years"",""Located in Bareilly, Uttar Pradesh, India"",""Specializes in General Medicine"",""Specializes in Obstetrics & Gynecology"",""Specializes in Orthopaedics"",""Specializes in Otorhinolaryngology""]"
gfac_063367fcde918ac6,0f2d54f8-a9b5-4454-bd03-f889bc946fde,Netram Eye Hospital - Sakkardara,netram eye hospital sakkardara,hospital,private,Nagpur,nagpur,Nagpur ,Maharastra,maharastra,440024,440024,21.12609100341797,79.11629486083984,,,bronze,False,needs_review,"[""emergency""]",medium,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6451,http://netramhospital.com/,3,"Netram Eye Hospital is a Centre of Excellence with Advanced Hightech Equipments. We are committed in enhancing the quality of life by reviving the joy of vision. Premium IOL Cataract Surgery, Glaucoma Management, Laser Vision Correction. All Insurrances Cashless Facility available. | [""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""glaucomaOphthalmology"",""refractiveSurgeryOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""corneaOphthalmology"",""eyeTraumaAndEmergencyEyeCare"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""uveitisOphthalmology"",""internalMedicine"",""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""refractiveSurgeryOphthalmology"",""internalMedicine"",""ophthalmology"",""internalMedicine""] | [""Micro Incision Phaco Cataract Surgery (MICS Phaco Cataract Surgery)"",""Cataract surgery performed using a 1.8 mm micro-incision"",""Selective Laser Trabeculoplasty (SLT) using the first SLT laser machine in Central India"",""Laser Vision Correction (Bladeless LASIK)"",""Glaucoma management procedures"",""Viteroretinal surgery"",""Surgery for Lacrimation/Watering"",""Premium IOL cataract surgery"",""Computerized Eye Checkup"",""Micro incision cataract surgery (MICS)"",""Phaco cataract surgery"",""UHDOF (Ultra High Depth Of Focus) IOL surgery"",""Multifocal IOL surgery"",""Trifocal IOL surgery"",""Toric IOL surgery"",""Premium monofocal IOL surgery"",""Bladeless LASIK refractive surgery"",""Trans PRK"",""Primary and Secondary Glaucoma Management"",""Surgery for lacrimation / watering"",""Extraocular and cosmetic surgery"",""Viteroretinal Surgery"",""Computerized Eye Checkup"",""Medical Retina services"",""""] | [""SLT laser machine for Selective Laser Trabeculoplasty (first in Central India)"",""Bladeless LASIK laser system""] | [""Centre of Excellence with Advanced Hightech Equipment"",""All insurances cashless facility"
gfac_e3df193d15e6c27e,0f31fc3e-cc87-4341-8c32-715eb06dccdb,The Gentle Dental Home,the gentle dental home,dentist,private,Aligarh,aligarh,Aligarh ,Uttar Pradesh,uttar pradesh,202001,202001,27.910663604736328,78.10918426513672,,,bronze,False,needs_review,"[""maternity"", ""diagnostic""]",medium,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6891,https://www.aligarhyellowpages.com/business-category/hospital-doctors-aligarh/,10,"An ISO 9001:2008 Certified Dental Care Center. | [""dentistry"",""cosmeticDentistry"",""orthodontics"",""endodontics"",""familyMedicine"",""dentistry"",""dentistry"",""familyMedicine"",""familyMedicine"",""dentistry"",""orthodontics"",""endodontics"",""oralAndMaxillofacialSurgery"",""pediatricDentistry"",""prosthodontics"",""cosmeticDermatology"",""dentistry"",""dentistry"",""pediatricDentistry"",""endodontics"",""prosthodontics"",""cosmeticDentistry"",""cosmeticDermatology"",""periodontics"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""dentistry"",""orthodontics"",""endodontics"",""oralAndMaxillofacialSurgery"",""pediatricDentistry"",""cosmeticDentistry"",""periodontics"",""familyMedicine"",""dentistry"",""orthodontics"",""endodontics"",""pediatricDentistry""] | [""Dental fillings"",""Dental implant fixing"",""Dental prophylaxis"",""Dental X-ray"",""Dental restoration"",""Advanced surgery in Implantology"",""Implant prosthesis"",""Retention implant dentures"",""Implant-retained dentures"",""Offers dental services"",""Offers Orthodontics including Braces, Tooth Coloured Braces, and Clear Aligners/Invisible Braces"",""Provides Dental Implants"",""Performs Root Canal Treatment"",""Offers Dentures"",""Offers Cosmetic Dentistry including Veneers, Tooth Whitening, Crowns, Bridges, Teeth Cleaning and Polishing, Tooth Jewellery, Space Closure, and Lamination"",""Performs Scaling and Gums Surgery"",""Offers Pediatric/Kids Dentistry including Sealants, Fluoride Applications, and Habit Breaking Appliances"",""Offers Oral Surgery including Surgical Extractions, Impactions, and Fractures"",""Offers Orthodontics including Braces, Tooth Coloured Braces, and Clear Aligners/Invisible Braces"",""Provides Dental Implants"",""Performs Root Canal Treatment"",""Offers Dentures"",""Provides Veneers"",""Offers Tooth Whitening"",""Provides Crowns"",""Provides Bridges"",""Provides Tooth Coloured Fillings"",""Offers"
gfac_d4fa599ff36b0ab4,0f355580-dbcf-4f90-93c9-6bdb0fe4274b,"Trishaan Ayurvedic Health Clinic - Kiran Height Complex, Opposite of 218 Bus Stand, Kulpi Road, Baruipur, Kolkata-700144",trishaan ayurvedic health clinic kiran height complex opposite of 218 bus stand kulpi road baruipur kolkata 700144,clinic,private,Baruipur,baruipur,South Twenty Four Pargana ,West Bengal,west bengal,700144,700144,22.36080551147461,88.43221282958984,,,bronze,False,needs_review,"[""ncd""]",medium,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.601,https://www.facebook.com/groups/434053825587065/posts/722519760073802/,7,"All Types of Chronic Diseases are Treated Here | [""familyMedicine"",""familyMedicine"",""chronicDiseasePreventionAndLifestyleMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine"",""familyMedicine""] | [] | [] | [""Has Dr. Tanmoy Naskar, a registered Ayurvedic physician (B.A.M.S, Cal) with Reg.No. 11706."",""Offers online booking for appointments."",""Provides WhatsApp contact for inquiries."",""Offers online consultation"",""Treats all types of chronic diseases"",""ISO certified clinic"",""Operates under the Trust for All Ayurvedic Treatments"",""Dr. Tanmoy Naskar is a consultant Ayurvedic physician"",""Dr. Tanmoy Naskar holds BAMS (Cal) registration number 11706"",""Dr. Tanmoy Naskar trained at J.B. Roy State Ayurvedic Medical College & Hospital and was attached with Siliguri MC, SMP (District Hospital), Darjeeling"",""Dr. Tanmoy Naskar was formerly attached with Sambhunath Pandit Hospital, BC Roy Child Hospital, Beleghata ID Hospital"",""Ayurveda specialty clinic with Dr. Tanmoy Naskar, Ayurveda specialist with 19 years of experience"",""Offers outpatient Ayurvedic care with appointment-based visits"",""Treats gout, Parkinson's disease, sinusitis, migraine, hypertension, spondyloarthropathy, ankylosing spondylitis, PCOD/PCOS, skin abnormalities, kidney calculus, fissure in ano, piles, asthma, rheumatoid arthritis, dysmenorrhea, fistula in ano, diabetes, arthritis, chronic kidney disease, indigestion, anxiety, hair loss, neuropathic pain, infertility, general weakness, leucorrhoea, neuralgia, fever, and cold"",""Operates as an Ayurvedic health clinic""]"
gfac_ed5a728bcc5d2a4c,0f36d858-8fda-4bf2-9a21-99eb75b28e84,Ilili Dental Spa,ilili dental spa,clinic,private,Trivandrum,trivandrum,Thiruvananthapuram ,Kerala,kerala,695024,695024,8.50100326538086,76.93112182617188,,,bronze,False,needs_review,"[""maternity""]",small,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.5722,https://clinicbooking.com/dentistry/india/kerala/trivandrum/ilili-dental-spa,11,"This is a multispeciality Dental Spa with New york University trained dentists. Dr. Arun Kumar.V is an implantologist trained from New York University, U.S.A. and has 6 years of experience in this field. This clinic provides state of the art technology in dentistry. The clinic has dental specialists like Cosmetic dentist,Orthodontist, Endodontist , Periodontist and an Oral surgeon. | [""dentistry"",""cosmeticDentistry"",""orthodontics"",""endodontics"",""periodontics"",""oralAndMaxillofacialSurgery"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""orthodontics"",""oralAndMaxillofacialSurgery"",""endodontics"",""prosthodontics"",""aestheticDentistry"",""familyMedicine"",""familyMedicine"",""dentistry"",""endodontics"",""orthodontics"",""periodontics"",""prosthodontics"",""familyMedicine"",""dentistry"",""pediatricDentistry"",""dentistry"",""orthodontics"",""endodontics"",""periodontics"",""prosthodontics""] | [""Offers veneers"",""Offers teeth whitening"",""Offers tooth jewellery"",""Offers smile contouring"",""Performs composite fillings"",""Performs inlays"",""Performs onlays"",""Performs crowns"",""Performs dental implants"",""Performs sinus lift"",""Performs bone grafting"",""Performs arch rehabilitation"",""Tooth extractions"",""Wisdom tooth impactions removal"",""Removal of cysts and lesions"",""Root canal"",""Post & core crowns"",""Complete dentures"",""Removable partial dentures"",""Bridges (Ceramic and Zirconia)"",""Dental implants"",""Sinus lift"",""Bone grafting"",""Full arch rehabilitation"",""Immediate loading of crown"",""Veneers"",""Teeth whitening"",""Tooth Jewellery"",""Cosmetic/Smile Contouring"",""Metal braces"",""Ceramic braces"",""Lingual braces"",""Clear aligners"",""Removable orthodontic appliances"",""Composite fillings"",""Inlays"",""Onlays"",""Crowns (Ceramic and Zirconia)"",""Provides dental implant services performed by a New York University trained implanto"
gfac_dbd16ab1a7b1df1e,0f381b66-373c-42ac-95c7-de4ddb98f82b,Manglam Diagnostics Hansi,manglam diagnostics hansi,clinic,private,Hansi,hansi,Hisar ,Haryana,haryana,125001,125001,29.09591484069824,75.96788024902344,,,bronze,False,passed_proxy_checks,"[""diagnostic""]",small,solo_or_small_team,use_as_proxy_only,no_tier_a_or_b_corroborated_label,0.9188,https://manglamdiagnostics.com/team-of-doctors/,14,"Manglam Diagnostics Hansi; Staff includes Dr. Anuj Kalra (Lab Director) and Dr. S. Bansal (Consultant Clinical Biochemist). | [""nuclearMedicineAndMolecularImaging"",""pathology"",""radiology"",""radiology"",""pathology"",""nuclearMedicineAndMolecularImaging"",""pulmonology"",""familyMedicine"",""familyMedicine"",""nuclearMedicineAndMolecularImaging"",""radiology"",""pathology"",""familyMedicine"",""familyMedicine"",""radiology"",""pathology"",""nuclearMedicineAndMolecularImaging"",""familyMedicine"",""nuclearMedicineAndMolecularImaging"",""pathology"",""radiology"",""familyMedicine"",""radiology"",""nuclearMedicineAndMolecularImaging"",""familyMedicine""] | [""Dr. Anuj Kalra is the Lab Director at Manglam Diagnostics Hansi"",""Dr. S. Bansal is the Consultant Clinical Biochemist at Manglam Diagnostics Hansi"",""MRI imaging (MRI scans)"",""CT scanning (CT-Scan)"",""Ultrasound imaging (Ultrasonography)"",""Color Doppler ultrasound"",""Mammography"",""Digital X-ray imaging"",""OPG imaging"",""CBCT imaging"",""Electrocardiography (ECG)"",""Echocardiography (Echo)"",""Treadmill Test (TMT)"",""DEXA bone density scanning"",""Intravenous Pyelogram (IVP) imaging"",""Pulmonary Function Tests (PFT)"",""Hysterosalpingogram (HSG) imaging"",""Barium X-ray studies"",""Elastography"",""FibroScan liver stiffness testing"",""Offers MRI imaging services"",""Offers CT imaging services"",""Offers PET-CT imaging services"",""Offers gamma camera nuclear medicine imaging"",""DTPA scan is available""] | [""1.5 Tesla MRI with 16-channel MRI hardware and Digital RF Technology"",""CT scanner for computed tomography imaging"",""Digital X-ray imaging system"",""Mammography unit"",""CBCT system"",""OPG (Orthopantomogram) imaging system"",""Color Doppler ultrasound system"",""Ultrasound system (US)"",""Electrocardiography (ECG) equipment"",""Echocardiography (Echo) equipment"",""TMT treadmill test setup"",""DEXA scanner"","
gfac_5cb16c69e84803bd,0f6c18e4-ac11-4afd-9697-c0900d83e028,Horizon Hospital and Research Institute,horizon hospital and research institute,hospital,,Imphal,imphal,Imphal East ,Manipur,manipur,795010,795010,24.81285095214844,93.9591064453125,,,bronze,False,passed_proxy_checks,"[""maternity""]",medium,medium_team,use_as_proxy_only,no_tier_a_or_b_corroborated_label,0.8638,https://www.imphaltimes.com/news/horizon-hospital-and-research-institute-inaugurated/,6,"Horizon Hospital and Research Institute (HHRI) is a hospital located at Khurai Soibam Leikai, Ayangpali Rpad, Porompat opposite of JNIMS, Imphal East. | [""ophthalmology"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""internalMedicine"",""gynecologyAndObstetrics""] | [""Conducted vision screening for attendees during Horizon Hospital and Research Institute inauguration."",""Provides routine gynecological check-ups"",""Provides pregnancy care"",""Provides family planning services"",""Provides treatment of gynecological conditions"",""Provides women's health consultations""] | [""Has 4 operating theatres."",""Is a newly constructed hospital building with modern facilities."",""Has multiple outpatient department blocks.""] | [""Inaugurated in 2016."",""Located in Imphal East district."",""Had 35 beds at inauguration in 2016."",""Collaborated with Lions Club of Imphal East."",""Operates as a hospital"",""Open 24/7"",""Open 24/7"",""Specializes in obstetrics, gynecology, and women's health"",""Located in Senapati, Manipur"",""Operates 24/7 (open 24 hours)""]"
gfac_8237fb8ebe8b61a5,0f7cb461-d450-450b-8cdf-c8344ce4038c,Divine Dental Clinic,divine dental clinic,clinic,private,Jamnagar,jamnagar,Jamnagar ,Gujarat,gujarat,361005,361005,22.466821670532227,70.0604248046875,,,bronze,False,needs_review,"[""diagnostic""]",small,solo_or_small_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.6162,https://chotu.com/local/dental-clinics-in-jamnagar-gujarat-india/ct-18417916/,4,"Divine Dental Clinic is Dentistry Clinic in Jamnagar, Gujarat. Divine Dental Clinic is visited by top doctors like Dr. Smita Sonagra as Dentist. | [""dentistry"",""orthodontics"",""endodontics"",""aestheticDentistry"",""familyMedicine"",""dentistry"",""familyMedicine"",""dentistry"",""dentistry"",""familyMedicine""] | [""Offers dental services"",""Provides digital X-ray"",""Offers oral prophylaxis"",""Performs posterior composite restoration""] | [] | [""Has 1 dentist on staff"",""NHA Approved"",""ABDM Compliant"",""Outpatient dental clinic"",""Established in 2013"",""Has 1 dentist on staff: Dr. Smita Sonagra (Dentist) with 5 years of experience""]"
gfac_fd338090cad859dd,0f7f37d4-626b-4b9e-8468-4cf71c7f451d,Yogitha Neuropsychiatric Centre,yogitha neuropsychiatric centre,hospital,private,Nellore,nellore,,,,524001,524001,14.453139305114746,79.98712158203125,,,bronze,False,needs_review,[],small,medium_team,source_enrichment_or_manual_review,no_tier_a_or_b_corroborated_label,0.4268,https://yogithapsychiatry.com/about-us/,7,"The Yogitha Neuropsychiatric centre is a registered establishment (registered under State Mental Health Authority, Vijayawada), working with a vision “to provide quality and effective mental health care services to the people in need”. We strive to keep up with our vision by staying committed to the people and valuing their needs. Our clinical establishment believes in the multidisciplinary approach to mental health and our care team includes the Chief Doctor, Asst. Doctor, A medical health social worker, a clinical psychologist, Pharmacist, lab technician, Professional Nursing staff and support staff working with shared responsibilities to provide high quality care to enhance both In-patient and out-patient satisfaction. We also provide Modified ECT therapy to our patients as needed, with the help of anesthetist. | [""neuropsychiatry"",""internalMedicine"",""neuropsychiatry"",""psychiatry"",""childAndAdolescentPsychiatry"",""geriatricPsychiatry"",""addictionPsychiatry"",""sleepMedicine"",""headacheMedicine"",""psychiatry"",""neuropsychiatry"",""neuropsychiatry"",""psychiatry"",""familyMedicine"",""neuropsychiatry"",""internalMedicine"",""familyMedicine"",""familyMedicine""] | [""Provides psychotherapy and counselling services"",""Offers child therapy"",""Provides alcohol, smoking and drug de-addiction treatment"",""Treats anxiety/panic disorders"",""Treats depression"",""Treats obsessive-compulsive disorder (OCD)"",""Treats psychosis / schizophrenia"",""Treats bipolar disorder / mania"",""Addresses memory problems and dementia"",""Treats headaches"",""Modified electroconvulsive therapy (ECT) is offered"",""Transcranial direct current stimulation (TDCS) is offered"",""Shock wave therapy is offered"",""Psychotherapy is provided"",""Behavioral therapy is provided"",""Drug therapy is provided"",""Counselling services are provided"",""Child gu"
